chrom	exonCount	exonStarts	exonEnds	name2
chr10	13	"48306638,48308094,48401611,48404851,48409878,48410029,48420154,48424513,48425887,48426379,48427079,48431192,48434878,"	"48306821,48308288,48401782,48404981,48409937,48410168,48420320,48424585,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	13	"48306638,48308094,48401611,48404851,48409878,48410029,48420154,48424087,48425887,48426379,48427079,48431192,48434883,"	"48306821,48308288,48401782,48404981,48409937,48410168,48420320,48424159,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	13	"48306638,48308094,48401611,48404851,48409878,48410029,48420154,48424087,48425887,48426379,48427079,48431192,48434878,"	"48306821,48308288,48401782,48404981,48409937,48410168,48420320,48424159,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	14	"48306638,48308094,48325896,48401611,48404851,48409878,48410029,48420154,48424513,48425887,48426379,48427079,48431192,48434883,"	"48306821,48308288,48325965,48401782,48404981,48409937,48410168,48420320,48424585,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	14	"48306638,48308094,48325896,48401611,48404851,48409878,48410029,48420154,48424513,48425887,48426379,48427079,48431192,48434878,"	"48306821,48308288,48325965,48401782,48404981,48409937,48410168,48420320,48424585,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	14	"48306638,48308094,48325896,48401611,48404851,48409878,48410029,48420154,48424087,48425887,48426379,48427079,48431192,48434883,"	"48306821,48308288,48325965,48401782,48404981,48409937,48410168,48420320,48424159,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	14	"48306638,48308094,48325896,48401611,48404851,48409878,48410029,48420154,48424087,48425887,48426379,48427079,48431192,48434878,"	"48306821,48308288,48325965,48401782,48404981,48409937,48410168,48420320,48424159,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	10	"61901253,61902158,61940182,62000090,62050887,62057116,62059242,62069699,62085701,62090861,"	"61901730,61902413,61940408,62000321,62051000,62057318,62059295,62069797,62085900,62096948,"	ARID5B
chr10	13	"86756638,86838864,86875866,86890061,86892126,86899793,86900026,86912239,86917133,86919171,86921519,86923375,86923593,"	"86756919,86838979,86876085,86890224,86892229,86899890,86900126,86912384,86917326,86919469,86921695,86923506,86925188,"	BMPR1A
chr10	9	"87863437,87894024,87931045,87933012,87942610,87952117,87957852,87960893,87965286,"	"87864548,87894109,87931089,87933251,87942769,87952259,87958019,87961118,87971930,"	PTEN
chr10	10	"87863437,87864104,87894024,87925512,87931045,87933012,87952117,87957852,87960893,87965286,"	"87864103,87864548,87894109,87925557,87931089,87933251,87952259,87958019,87961118,87971930,"	PTEN
chr10	9	"87863437,87894024,87925512,87931045,87933012,87952117,87957852,87960893,87965286,"	"87864548,87894109,87925557,87931089,87933251,87952259,87958019,87961118,87971930,"	PTEN
chr10	9	"94762680,94775057,94775389,94780498,94781820,94820495,94842836,94849916,94852732,"	"94762873,94775220,94775539,94780659,94781997,94820637,94843024,94850058,94853205,"	CYP2C19
chr10	12	"102503961,102509168,102549969,102592581,102593635,102593992,102597139,102599432,102615267,102617289,102627174,102630065,"	"102504334,102509303,102550106,102592724,102593721,102594065,102597293,102599544,102615402,102617428,102627243,102633457,"	SUFU
chr10	11	"112950249,112951206,112951482,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113165554,"	"112950945,112951273,112951607,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113158666,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144013,113146097,113151123,113151884,113152440,113158069,113158717,113167678,"	TCF7L2
chr10	15	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113158666,113159919,113161578,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144013,113146097,113151123,113151884,113152440,113158069,113158717,113159992,113161603,113167678,"	TCF7L2
chr10	12	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113160618,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113160691,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113159919,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113159992,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113158666,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113158717,113167678,"	TCF7L2
chr10	14	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113158666,113159919,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113158717,113159992,113167678,"	TCF7L2
chr10	15	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113158666,113159919,113161578,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113158717,113159992,113161603,113167678,"	TCF7L2
chr10	15	"112950249,112951206,112951482,113040024,113141183,113143922,113146010,113150982,113151724,113152332,113158020,113158666,113159919,113160618,113165554,"	"112950945,112951273,112951607,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113158717,113159992,113160691,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,113040024,113089399,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113165554,"	"112950945,112951273,112951607,113040126,113089540,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113167678,"	TCF7L2
chr10	13	"112950249,112951206,112951482,112964555,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113165554,"	"112950945,112951273,112951607,112964624,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113167678,"	TCF7L2
chr10	14	"112950249,112951206,112951482,112964555,113040024,113141183,113143922,113146010,113150997,113151724,113152332,113158020,113160618,113165554,"	"112950945,112951273,112951607,112964624,113040126,113141316,113144025,113146097,113151123,113151884,113152440,113158069,113160691,113167678,"	TCF7L2
chr10	17	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121526154,121526728,121527675,121530321,121531266,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121526194,121526954,121528003,121530458,121531314,"	FGFR2
chr10	15	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121538591,121551289,121564501,121565437,121593708,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121538715,121551459,121564579,121565704,121593967,"	FGFR2
chr10	16	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121564501,121593708,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121593967,"	FGFR2
chr10	15	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121593708,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121594258,"	FGFR2
chr10	17	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121564501,121593708,121596476,"	"121479670,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121593967,121596645,"	FGFR2
chr10	18	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121565437,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121565704,121593967,121598458,"	FGFR2
chr10	18	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121564501,121565437,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121565704,121593967,121598458,"	FGFR2
chr10	18	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121517318,121519978,121538591,121551289,121564501,121565437,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121565704,121593967,121598458,"	FGFR2
chr10	16	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121519978,121538591,121551289,121564501,121565437,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121520169,121538715,121551459,121564579,121565704,121593967,121598458,"	FGFR2
chr10	17	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121518681,121519978,121538591,121551289,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121518829,121520169,121538715,121551459,121593967,121598458,"	FGFR2
chr10	16	"121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121517318,121519978,121538591,121551289,121593708,121597961,"	"121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121593967,121598458,"	FGFR2
chr10	17	"121481850,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121565437,121593708,"	"121482177,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121565704,121593967,"	FGFR2
chr10	17	"121481850,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121593708,121597961,"	"121482177,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121593967,121598458,"	FGFR2
chr10	5	"129467183,129536240,129707894,129759201,129766787,"	"129467296,129536377,129708043,129759341,129767620,"	MGMT
chr10	4	"3775995,3780105,3781640,3784912,"	"3779590,3780229,3782214,3785281,"	KLF6
chr10	3	"3775995,3781640,3784912,"	"3779590,3782214,3785281,"	KLF6
chr10	4	"3775995,3780105,3781766,3784912,"	"3779590,3780229,3782214,3785281,"	KLF6
chr10	4	"3775995,3780105,3781794,3784912,"	"3779590,3780229,3782214,3785281,"	KLF6
chr10	6	"8054703,8055286,8058304,8063995,8069472,8073738,"	"8054891,8055896,8058841,8064138,8069598,8075201,"	GATA3
chr10	6	"8054703,8055286,8058304,8063992,8069472,8073738,"	"8054891,8055896,8058841,8064138,8069598,8075201,"	GATA3
chr10	4	"21533348,21534644,21538832,21556642,"	"21533841,21534804,21538912,21557186,"	MLLT10
chr10	4	"21534171,21534644,21538832,21556642,"	"21534494,21534804,21538912,21557186,"	MLLT10
chr10	4	"21534171,21534644,21538832,21556642,"	"21534520,21534804,21538912,21557186,"	MLLT10
chr10	5	"21534171,21534644,21538832,21551815,21556642,"	"21534520,21534804,21538912,21551921,21557186,"	MLLT10
chr10	26	"32009009,32015508,32017142,32018051,32018315,32018501,32019857,32021021,32021225,32022139,32022847,32028427,32031072,32032705,32033844,32034689,32035521,32035889,32037253,32037519,32038162,32038777,32039326,32040383,32048463,32055847,"	"32011516,32015659,32017359,32018156,32018387,32018562,32019959,32021131,32021287,32022257,32023036,32028571,32031279,32032774,32034038,32034838,32035667,32035994,32037378,32037607,32038218,32038826,32039431,32040457,32048551,32056443,"	KIF5B
chr10	10	"48401611,48404851,48409878,48410029,48420154,48426043,48426379,48427079,48431192,48434878,"	"48401782,48404981,48409937,48410168,48420320,48426070,48426504,48427143,48431270,48439360,"	MAPK8
chr10	4	"60778330,60780140,60784704,60785663,"	"60778459,60780202,60784861,60787069,"	CDK1
chr10	8	"60778330,60780140,60784704,60785663,60788059,60791889,60792147,60793876,"	"60778459,60780202,60784861,60785787,60788230,60792053,60792289,60794852,"	CDK1
chr10	4	"60778453,60780140,60784704,60785663,"	"60778570,60780202,60784861,60787069,"	CDK1
chr10	7	"60778453,60780140,60784704,60785663,60791889,60792147,60793876,"	"60778570,60780202,60784861,60785787,60792053,60792289,60794852,"	CDK1
chr10	8	"60778453,60780140,60784704,60785663,60788059,60791889,60792147,60793876,"	"60778570,60780202,60784861,60785787,60788230,60792053,60792289,60794852,"	CDK1
chr10	7	"62049210,62050887,62057116,62059242,62069699,62085701,62090861,"	"62049483,62051000,62057318,62059295,62069797,62085900,62096948,"	ARID5B
chr10	3	"70597347,70600363,70602644,"	"70599181,70600932,70602775,"	PRF1
chr10	3	"70597347,70600363,70602644,"	"70599181,70600906,70602775,"	PRF1
chr10	1	"87859160,"	"87863437,"	KLLN
chr10	9	"94938657,94941857,94942191,94947778,94949107,94972103,94981182,94986032,94988846,"	"94938850,94942020,94942341,94947939,94949284,94972245,94981370,94986174,94989391,"	CYP2C9
chr10	32	"99782597,99784607,99792233,99793550,99793891,99794412,99797096,99799206,99800385,99804018,99805381,99807383,99808082,99810133,99811535,99813017,99817307,99818789,99819088,99830306,99830715,99831610,99831976,99834379,99836090,99841966,99843798,99844321,99845623,99846960,99850601,99851501,"	"99782877,99784781,99792359,99793685,99793999,99794468,99797331,99799370,99800563,99804273,99805447,99807521,99808229,99810218,99811602,99813144,99817484,99818957,99819269,99830433,99830851,99831830,99832131,99834535,99836290,99842093,99843900,99844465,99845782,99847127,99850796,99852192,"	ABCC2
chr10	22	"102394109,102395887,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402251,"	"102394600,102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	23	"102394109,102395887,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102398738,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402254,"	"102394600,102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102398864,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	23	"102394577,102395887,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102398738,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402251,"	"102394774,102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102398864,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	23	"102395595,102395887,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102398738,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402254,"	"102395796,102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102398864,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	23	"102395595,102395887,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102398738,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402251,"	"102395796,102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102398864,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	22	"102395595,102396252,102396448,102396724,102396903,102397301,102397526,102397980,102398211,102398384,102398738,102399287,102399576,102400079,102400277,102400654,102400946,102401179,102401448,102401744,102402047,102402254,"	"102395980,102396334,102396489,102396823,102397055,102397408,102397685,102398085,102398297,102398523,102398864,102399497,102399718,102400194,102400491,102400824,102401049,102401331,102401518,102401917,102402159,102402529,"	NFKB2
chr10	11	"102503961,102509168,102549969,102592581,102593635,102593992,102597139,102599432,102615267,102617289,102619065,"	"102504334,102509303,102550106,102592724,102593721,102594065,102597293,102599544,102615402,102617428,102619463,"	SUFU
chr11	21	"76445024,76446899,76451857,76453313,76458182,76459935,76463820,76472563,76496214,76513385,76516141,76523154,76526461,76528267,76535894,76537794,76539598,76542215,76544258,76545796,76549951,"	"76445128,76447008,76451957,76453388,76458358,76460085,76464080,76472840,76496469,76513535,76516312,76523291,76526635,76528466,76536059,76537950,76539640,76542367,76544822,76546297,76552899,"	EMSY
chr11	21	"76445024,76446899,76451857,76453313,76458182,76459932,76463820,76472563,76496214,76513385,76516141,76523154,76526461,76528267,76535894,76537794,76539598,76542215,76544258,76545796,76549951,"	"76445128,76447008,76451957,76453388,76458358,76460085,76464080,76472840,76496469,76513535,76516312,76523291,76526635,76528466,76536059,76537950,76539640,76542367,76544822,76546297,76552899,"	EMSY
chr11	21	"76445024,76446899,76451857,76453313,76454748,76458182,76459932,76463820,76472563,76496214,76513385,76516141,76523154,76526461,76528267,76535894,76537794,76542215,76544258,76545796,76549951,"	"76445128,76447008,76451957,76453388,76454790,76458358,76460085,76464080,76472840,76496469,76513535,76516312,76523291,76526635,76528466,76536059,76537950,76542367,76544822,76546297,76552899,"	EMSY
chr11	22	"76445024,76446899,76451857,76453313,76454748,76458182,76459932,76463820,76472563,76496214,76513385,76516141,76523154,76526461,76528267,76535894,76537794,76539598,76542215,76544258,76545796,76549951,"	"76445128,76447008,76451957,76453388,76454790,76458358,76460085,76464080,76472840,76496469,76513535,76516312,76523291,76526635,76528466,76536059,76537950,76539640,76542367,76544822,76546297,76552899,"	EMSY
chr11	36	"118436489,118468774,118471661,118476804,118477966,118480173,118481714,118482421,118484182,118484861,118488613,118489791,118490128,118491195,118491743,118493056,118494287,118494693,118495699,118496260,118497935,118498369,118499302,118499834,118500986,118501671,118502397,118507528,118509135,118509947,118511950,118519617,118519956,118520801,118521287,118521896,"	"118436944,118468844,118474315,118476982,118478201,118480238,118482092,118482495,118484314,118484975,118488760,118489887,118490249,118491309,118491928,118493230,118494398,118494767,118495893,118496367,118498073,118498528,118499420,118499913,118501147,118501857,118506646,118507609,118509200,118510118,118512025,118519792,118520064,118520885,118521417,118526824,"	KMT2A
chr11	36	"118436489,118468774,118471661,118476804,118477966,118480173,118481714,118482421,118484182,118484861,118488613,118489791,118490128,118491195,118491743,118493056,118494287,118494693,118495699,118496260,118497935,118498369,118499302,118499834,118500986,118501671,118502397,118507528,118509135,118509947,118511950,118519617,118519956,118520801,118521287,118521896,"	"118436944,118468844,118474315,118476982,118478201,118480238,118482092,118482495,118484314,118484975,118488760,118489887,118490249,118491318,118491928,118493230,118494398,118494767,118495893,118496367,118498073,118498528,118499420,118499913,118501147,118501857,118506646,118507609,118509200,118510118,118512025,118519792,118520064,118520885,118521417,118526824,"	KMT2A
chr11	3	"2883217,2883998,2884669,"	"2883915,2884134,2885765,"	CDKN1C
chr11	4	"2883217,2883998,2884669,2885633,"	"2883915,2884134,2885466,2885765,"	CDKN1C
chr11	4	"2883217,2883998,2884669,2885633,"	"2883910,2884134,2885466,2885765,"	CDKN1C
chr11	4	"8224303,8226853,8230290,8263337,"	"8224721,8227100,8230504,8263878,"	LMO1
chr11	4	"8224303,8226974,8230290,8263337,"	"8224721,8227100,8230504,8263878,"	LMO1
chr11	4	"8224303,8226974,8230290,8268426,"	"8224721,8227100,8230504,8268635,"	LMO1
chr11	34	"17086574,17091333,17091546,17091995,17092158,17094260,17097056,17099859,17101277,17102661,17105168,17110431,17112573,17114360,17117490,17118644,17119219,17119785,17122187,17122701,17129299,17131915,17134818,17135110,17136481,17145667,17145862,17147516,17148666,17150497,17155525,17168676,17204306,17207847,"	"17089920,17091459,17091656,17092068,17092276,17094385,17097264,17099969,17101434,17102831,17105305,17110561,17112666,17114465,17117671,17118739,17119313,17119974,17122333,17122813,17129467,17132038,17135029,17135159,17136625,17145731,17145942,17147628,17148787,17150655,17155629,17169806,17204375,17207996,"	PIK3C2A
chr11	33	"17086574,17091333,17091546,17091995,17092158,17094260,17097056,17099859,17101277,17102661,17105168,17110431,17112573,17114360,17117490,17118644,17119219,17119785,17122187,17122701,17129299,17131915,17134818,17135110,17136481,17145667,17145862,17147516,17148666,17150497,17155525,17168676,17207847,"	"17089920,17091459,17091656,17092068,17092276,17094385,17097264,17099969,17101434,17102831,17105305,17110561,17112666,17114465,17117671,17118739,17119313,17119974,17122333,17122813,17129467,17132038,17135029,17135159,17136625,17145731,17145942,17147628,17148787,17150655,17155629,17169806,17207996,"	PIK3C2A
chr11	32	"17086574,17091333,17091546,17091995,17092158,17094260,17097056,17099859,17101277,17102661,17105168,17110431,17112573,17114360,17117490,17118644,17119219,17119785,17122187,17122701,17129299,17131915,17134818,17135110,17136481,17145667,17145862,17147516,17148666,17150497,17155525,17207847,"	"17089920,17091459,17091656,17092068,17092276,17094385,17097264,17099969,17101434,17102831,17105305,17110561,17112666,17114465,17117671,17118739,17119313,17119974,17122333,17122813,17129467,17132038,17135029,17135159,17136625,17145731,17145942,17147628,17148787,17150655,17155629,17207996,"	PIK3C2A
chr11	14	"44095548,44107682,44109193,44114184,44124788,44126815,44130044,44171610,44197828,44206792,44232352,44234114,44236292,44244148,"	"44095852,44108248,44109283,44114301,44124984,44126955,44130138,44171742,44198018,44206959,44232496,44234243,44236375,44245430,"	EXT2
chr11	15	"44095548,44107682,44109193,44114184,44124788,44126815,44130044,44144246,44171673,44197828,44206792,44232352,44234114,44236292,44244148,"	"44095852,44108248,44109283,44114301,44124984,44126955,44130138,44144339,44171742,44198018,44206959,44232496,44234243,44236375,44245430,"	EXT2
chr11	14	"44096196,44107682,44109193,44114184,44124788,44126815,44130044,44171610,44197828,44206792,44232352,44234114,44236292,44244148,"	"44096321,44108248,44109283,44114301,44124984,44126955,44130138,44171742,44198018,44206959,44232496,44234243,44236375,44245430,"	EXT2
chr11	10	"95790460,95799231,95812931,95813467,95817786,95818826,95821870,95827785,95829186,95831025,"	"95790743,95799388,95813111,95813589,95817903,95818904,95821978,95828027,95829331,95832693,"	CEP57
chr11	11	"95790460,95799231,95812931,95813467,95817786,95818826,95821870,95822498,95827785,95829186,95831025,"	"95790743,95799388,95813111,95813589,95817903,95818904,95821978,95822576,95828027,95829331,95832693,"	CEP57
chr11	12	"95790460,95795515,95799231,95812931,95813467,95817786,95818826,95821870,95822498,95827785,95829186,95831025,"	"95790743,95795559,95799388,95813111,95813589,95817903,95818904,95821978,95822576,95828027,95829331,95832693,"	CEP57
chr11	5	"95976592,95985530,95991519,96091891,96341382,"	"95979963,95985642,95991723,96093517,96343180,"	MAML2
chr11	8	"101029623,101041944,101049928,101051423,101062446,101091759,101126006,101127433,"	"101039271,101042102,101050059,101051568,101062752,101091876,101126158,101129063,"	PGR
chr11	8	"101029623,101041944,101049928,101051423,101062446,101091759,101126006,101127433,"	"101039271,101042102,101050007,101051568,101062752,101091876,101126158,101129063,"	PGR
chr11	7	"101029623,101041944,101049928,101051423,101091759,101126006,101127433,"	"101039271,101042102,101050059,101051568,101091876,101126158,101129063,"	PGR
chr11	6	"101029623,101041944,101051423,101091759,101126006,101127433,"	"101039271,101042102,101051568,101091876,101126158,101129063,"	PGR
chr11	7	"101029623,101041944,101049928,101051423,101062446,101126006,101127433,"	"101039271,101042102,101050007,101051568,101062752,101126158,101129063,"	PGR
chr11	8	"101029623,101041944,101049928,101051423,101062446,101091759,101126006,101129427,"	"101039271,101042102,101050059,101051568,101062752,101091876,101126158,101129727,"	PGR
chr11	8	"101029623,101041944,101049928,101051423,101062446,101091759,101126006,101127433,"	"101039271,101042102,101050059,101051568,101062752,101091876,101126158,101129813,"	PGR
chr11	9	"102347181,102350000,102350843,102362895,102363667,102368305,102377495,102377856,102377989,"	"102347376,102350749,102350943,102362974,102363716,102368548,102377750,102377898,102378670,"	BIRC2
chr11	9	"102347181,102348597,102350843,102362895,102363667,102368305,102377495,102377856,102377989,"	"102347376,102350749,102350943,102362974,102363716,102368548,102377750,102377898,102378670,"	BIRC2
chr11	9	"102347373,102348597,102350843,102362895,102363667,102368305,102377495,102377856,102377989,"	"102347845,102350749,102350943,102362974,102363716,102368548,102377750,102377898,102378670,"	BIRC2
chr11	63	"108222831,108227594,108227775,108229177,108235669,108243952,108244787,108246963,108248932,108250700,108251836,108252816,108253813,108256214,108257480,108258985,108267170,108268409,108271063,108271250,108272531,108272721,108279490,108280994,108282709,108284226,108287599,108288976,108289601,108292618,108293312,108294926,108297286,108299713,108301647,108302852,108304674,108307896,108310159,108312410,108315822,108316010,108317372,108319953,108321300,108325309,108326057,108327644,108329020,108330213,108331443,108331878,108332761,108333885,108334968,108335844,108343221,108345742,108347278,108353765,108354810,108365081,108365324,"	"108223186,108227696,108227888,108229323,108235834,108244118,108245026,108247127,108249102,108251072,108252031,108252912,108254039,108256340,108257606,108259075,108267342,108268609,108271146,108271406,108272607,108272852,108279608,108281168,108282879,108284473,108287715,108289103,108289801,108292793,108293477,108295059,108297382,108299885,108301789,108303029,108304852,108307984,108310315,108312498,108315911,108316113,108317521,108320058,108321420,108325544,108326225,108327758,108329238,108330421,108331557,108332037,108332900,108333968,108335109,108335961,108343371,108345908,108347365,108353880,108354874,108365218,108369099,"	ATM
chr11	16	"119206275,119232447,119271734,119273867,119274831,119275996,119277756,119278165,119278509,119284968,119285188,119287851,119296917,119297383,119298357,119299494,"	"119206612,119232695,119271881,119274024,119274953,119276134,119277844,119278297,119278713,119285100,119285566,119287946,119297034,119297481,119298540,119308149,"	CBL
chr11	10	"128458760,128463508,128480190,128484822,128486068,128489289,128490456,128556290,128573061,128587487,"	"128462576,128463627,128480451,128485071,128486146,128489490,128490576,128556435,128573144,128587558,"	ETS1
chr11	7	"128686534,128758114,128781957,128805365,128807179,128809156,128810458,"	"128686701,128758326,128782023,128805431,128807239,128809204,128813267,"	FLI1
chr11	9	"128693915,128758114,128768117,128772781,128781957,128805365,128807179,128809156,128810458,"	"128694276,128758326,128768272,128772985,128782023,128805431,128807239,128809204,128813267,"	FLI1
chr11	10	"128693915,128758114,128764650,128768117,128772781,128781957,128805365,128807179,128809156,128810458,"	"128694276,128758326,128764821,128768272,128772985,128782023,128805431,128807239,128809204,128813267,"	FLI1
chr11	10	"128693915,128748236,128758114,128768117,128772781,128781957,128805365,128807179,128809156,128810458,"	"128694276,128748290,128758326,128768272,128772985,128782023,128805431,128807239,128809204,128813267,"	FLI1
chr11	6	"532241,533276,533452,533765,534211,535415,"	"532755,533358,533612,533944,534375,535567,"	HRAS
chr11	7	"532241,532630,533276,533452,533765,534211,535415,"	"532522,532755,533358,533612,533944,534375,535567,"	HRAS
chr11	5	"532241,533452,533765,534211,535415,"	"532755,533612,533944,534375,535567,"	HRAS
chr11	6	"532241,532630,533452,533765,534211,535415,"	"532522,532755,533612,533944,534375,535567,"	HRAS
chr11	4	"2129111,2133516,2135366,2137191,"	"2133223,2133665,2135529,2137288,"	IGF2
chr11	4	"2129111,2133516,2135366,2138228,"	"2133223,2133665,2135529,2138974,"	IGF2
chr11	5	"2129111,2133516,2135366,2140134,2140856,"	"2133223,2133665,2135529,2140299,2141124,"	IGF2
chr11	4	"2129111,2133516,2135366,2140856,"	"2133223,2133665,2135529,2141124,"	IGF2
chr11	5	"2129111,2133516,2135366,2147565,2149125,"	"2133223,2133665,2135529,2147807,2149603,"	IGF2
